,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,,I,276
,,, Avg ,Avg Åšr,Obliczona,Rzeczywista,,,,,,,,283,,,268,,,1,,,II,276
,,, 10.37      , 1.86      , 72.39      ,63.14,,,, 10.00      ,4/2/2006,,Trap 1,,,Trap 2,,,Trap 3,,,Percent,,
Date,Week, Min , Max , Avg , Avg II , Dev , Dev % , Rain ,Flag, DD , DD Sum ,Source, Trap1_Count , Trap1_Trap 1Sum , Trap1_% ,Trap2_Count,Trap2_Sum, Trap2_% ,Trap3_Count,Trap3_Sum, Trap3_% ,Percent_Sum,Percent_Avg,Percent_%
1/1/2006,1,-5.75      ,-1.13      ,-2.22      ,-3.44      , 1.22      , 55.13      , 3.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/2/2006,2,-1.88      ,-1.00      ,-1.61      ,-1.44      , 0.18      , 10.97      , 3.80      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/3/2006,2,-1.75      , 0.94      ,-0.97      ,-0.41      , 0.56      , 58.08      , 11.70      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/4/2006,2,-2.31      , 0.88      ,-1.45      ,-0.72      , 0.73      , 50.46      , 5.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/5/2006,2,-7.00      ,-2.50      ,-4.77      ,-4.75      , 0.02      , 0.37      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/6/2006,2,-6.50      ,-4.13      ,-5.14      ,-5.31      , 0.18      , 3.45      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/7/2006,2,-13.88      ,-3.44      ,-8.18      ,-8.66      , 0.47      , 5.80      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/8/2006,2,-15.62      ,-2.94      ,-10.60      ,-9.28      , 1.32      , 12.43      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/9/2006,3,-13.81      ,-2.38      ,-9.26      ,-8.09      , 1.17      , 12.62      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/10/2006,3,-16.13      ,-5.50      ,-12.00      ,-10.81      , 1.19      , 9.91      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/11/2006,3,-13.50      ,-5.25      ,-8.92      ,-9.38      , 0.46      , 5.11      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/12/2006,3,-9.88      ,-3.13      ,-5.49      ,-6.50      , 1.01      , 18.41      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/13/2006,3,-5.62      ,-3.31      ,-4.31      ,-4.47      , 0.15      , 3.57      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/14/2006,3,-8.63      ,-5.25      ,-6.65      ,-6.94      , 0.29      , 4.35      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/15/2006,3,-10.62      ,-7.44      ,-9.33      ,-9.03      , 0.30      , 3.20      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/16/2006,4,-11.75      ,-7.56      ,-10.28      ,-9.66      , 0.62      , 6.03      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/17/2006,4,-14.38      ,-8.50      ,-11.29      ,-11.44      , 0.14      , 1.27      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/18/2006,4,-13.94      ,-7.00      ,-9.47      ,-10.47      , 1.00      , 10.50      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/19/2006,4,-21.62      ,-9.50      ,-13.85      ,-15.56      , 1.71      , 12.36      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/20/2006,4,-25.50      ,-17.56      ,-20.92      ,-21.53      , 0.61      , 2.91      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/21/2006,4,-20.56      , 12.56      ,-11.70      ,-4.00      , 7.70      , 65.81      , 3.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/22/2006,4,-26.62      ,-13.13      ,-22.31      ,-19.87      , 2.43      , 10.91      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/23/2006,5,-28.88      ,-11.25      ,-23.10      ,-20.06      , 3.04      , 13.16      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/24/2006,5,-28.31      ,-10.50      ,-20.95      ,-19.41      , 1.55      , 7.38      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/25/2006,5,-22.31      ,-7.88      ,-15.58      ,-15.09      , 0.49      , 3.12      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/26/2006,5,-19.50      ,-3.38      ,-14.38      ,-11.44      , 2.95      , 20.48      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/27/2006,5,-23.13      , 4.25      ,-13.12      ,-9.44      , 3.68      , 28.05      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/28/2006,5,-15.38      ,-7.31      ,-11.44      ,-11.34      , 0.10      , 0.88      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/29/2006,5,-11.44      ,-4.94      ,-7.81      ,-8.19      , 0.38      , 4.85      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/30/2006,6,-8.75      ,-1.44      ,-4.39      ,-5.09      , 0.71      , 16.16      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
1/31/2006,6,-4.88      ,-1.69      ,-2.90      ,-3.28      , 0.38      , 13.02      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/1/2006,6,-4.75      ,-2.25      ,-3.27      ,-3.50      , 0.23      , 7.10      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/2/2006,6,-5.19      ,-2.38      ,-3.65      ,-3.78      , 0.13      , 3.57      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/3/2006,6,-3.94      ,-1.19      ,-3.02      ,-2.56      , 0.45      , 15.00      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/4/2006,6,-16.50      ,-2.56      ,-7.53      ,-9.53      , 2.00      , 26.51      , 1.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/5/2006,6,-17.62      ,-4.44      ,-11.10      ,-11.03      , 0.07      , 0.61      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/6/2006,7,-12.88      ,-4.44      ,-10.18      ,-8.66      , 1.53      , 15.00      , 0.30      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/7/2006,7,-13.00      , 0.94      ,-5.58      ,-6.03      , 0.45      , 8.13      , 8.10      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/8/2006,7,-1.62      , 0.94      ,-0.19      ,-0.34      , 0.15      , 79.24      , 5.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/9/2006,7,-1.69      , 2.00      ,-0.08      , 0.16      , 0.24      , 292.69      , 2.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/10/2006,7,-6.56      , 0.94      ,-3.22      ,-2.81      , 0.40      , 12.56      , 1.10      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/11/2006,7,-9.63      ,-3.69      ,-6.51      ,-6.66      , 0.15      , 2.25      , 0.80      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/12/2006,7,-5.25      ,-3.25      ,-4.51      ,-4.25      , 0.26      , 5.66      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/13/2006,8,-5.62      ,-2.56      ,-4.12      ,-4.09      , 0.03      , 0.75      , 0.50      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/14/2006,8,-5.00      , 0.88      ,-2.88      ,-2.06      , 0.81      , 28.26      , 4.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/15/2006,8,-6.25      , 1.13      ,-2.19      ,-2.56      , 0.38      , 17.15      , 0.50      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/16/2006,8,-8.19      ,-2.94      ,-5.74      ,-5.56      , 0.17      , 3.03      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/17/2006,8,-8.62      ,-1.94      ,-4.85      ,-5.28      , 0.43      , 8.95      , 0.50      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/18/2006,8,-2.88      , 9.75      , 1.56      , 3.44      , 1.88      , 120.38      , 2.80      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/19/2006,8,-4.69      , 3.69      ,-0.78      ,-0.50      , 0.28      , 36.00      , 4.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/20/2006,9,-7.88      , 6.19      ,-0.55      ,-0.84      , 0.29      , 52.73      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/21/2006,9,-1.63      , 3.63      , 0.43      , 1.00      , 0.57      , 134.15      , 10.20      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/22/2006,9,-5.81      ,-1.63      ,-2.98      ,-3.72      , 0.73      , 24.63      , 3.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/23/2006,9,-11.63      , 2.25      ,-6.98      ,-4.69      , 2.30      , 32.88      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/24/2006,9,-12.69      , 0.94      ,-5.45      ,-5.88      , 0.43      , 7.89      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/25/2006,9,-9.56      , 5.63      ,-3.54      ,-1.97      , 1.57      , 44.37      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/26/2006,9,-10.00      ,-2.31      ,-7.30      ,-6.16      , 1.14      , 15.66      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/27/2006,10,-13.13      , 1.56      ,-7.03      ,-5.78      , 1.25      , 17.80      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
2/28/2006,10,-12.44      , 0.69      ,-7.03      ,-5.88      , 1.15      , 16.41      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/1/2006,10,-12.69      , 1.75      ,-6.74      ,-5.47      , 1.27      , 18.85      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/2/2006,10,-6.31      , 4.44      ,-2.22      ,-0.94      , 1.28      , 57.77      , 0.50      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/3/2006,10,-8.63      , 5.50      ,-3.24      ,-1.56      , 1.67      , 51.73      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/4/2006,10,-8.62      , 3.56      ,-3.55      ,-2.53      , 1.02      , 28.74      , 1.40      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/5/2006,10,-10.13      , 3.75      ,-4.11      ,-3.19      , 0.92      , 22.48      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/6/2006,11,-13.81      , 1.94      ,-5.89      ,-5.94      , 0.05      , 0.79      , 1.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/7/2006,11,-17.50      , 4.50      ,-7.48      ,-6.50      , 0.98      , 13.09      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/8/2006,11,-15.94      , 6.63      ,-6.63      ,-4.66      , 1.97      , 29.74      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/9/2006,11,-15.63      , 2.62      ,-6.08      ,-6.50      , 0.42      , 6.94      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/10/2006,11,-5.62      , 2.25      ,-2.28      ,-1.69      , 0.59      , 25.95      , 0.30      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/11/2006,11,-5.13      , 3.75      ,-2.11      ,-0.69      , 1.43      , 67.49      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/12/2006,11,-8.75      , 2.81      ,-3.92      ,-2.97      , 0.95      , 24.29      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/13/2006,12,-12.75      , 1.63      ,-5.97      ,-5.56      , 0.41      , 6.88      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/14/2006,12,-6.94      , 0.75      ,-3.99      ,-3.09      , 0.90      , 22.44      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/15/2006,12,-7.94      , 9.63      ,-1.53      , 0.84      , 2.37      , 155.18      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/16/2006,12,-4.44      , 0.94      ,-1.36      ,-1.75      , 0.39      , 29.00      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/17/2006,12,-2.62      , 1.69      ,-0.62      ,-0.47      , 0.15      , 24.46      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/18/2006,12,-2.19      , 2.31      ,-0.13      , 0.06      , 0.19      , 148.55      , 1.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/19/2006,12,-3.13      , 2.94      ,-1.47      ,-0.09      , 1.38      , 93.63      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/20/2006,13,-3.13      , 7.81      , 0.08      , 2.34      , 2.27      ," 2,899.68      ", -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/21/2006,13,-8.56      , 6.62      ,-1.22      ,-0.97      , 0.25      , 20.47      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/22/2006,13,-10.31      , 3.44      ,-3.81      ,-3.44      , 0.38      , 9.90      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/23/2006,13,-8.62      , 7.31      ,-1.67      ,-0.65      , 1.02      , 60.92      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/24/2006,13,-11.62      , 6.81      ,-2.07      ,-2.40      , 0.33      , 16.00      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/25/2006,13,-8.19      , 9.63      , 1.15      , 0.72      , 0.43      , 37.29      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/26/2006,13, 0.13      , 3.38      , 1.20      , 1.75      , 0.55      , 45.41      , 1.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/27/2006,14, 1.13      , 12.50      , 5.61      , 6.81      , 1.20      , 21.46      , 4.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/28/2006,14, 3.94      , 15.81      , 8.25      , 9.88      , 1.63      , 19.74      , 2.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/29/2006,14, 4.13      , 8.25      , 6.18      , 6.19      , 0.01      , 0.18      , 5.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/30/2006,14, 1.44      , 13.00      , 5.82      , 7.22      , 1.40      , 23.98      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
3/31/2006,14, 4.50      , 9.44      , 6.77      , 6.97      , 0.20      , 2.97      , 2.00      ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/1/2006,14, 5.25      , 15.62      , 7.78      , 10.44      , 2.65      , 34.11      , -        ,0, -        , -        ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/2/2006,14, 5.00      , 18.62      , 11.65      , 11.81      , 0.16      , 1.41      , -        ,1, 1.65      , 1.65      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/3/2006,15, 16.50      , 20.63      , 18.54      , 18.56      , 0.02      , 0.11      , 1.00      ,1, 8.54      , 10.19      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/4/2006,15, 16.75      , 20.00      , 18.17      , 18.38      , 0.20      , 1.11      , -        ,1, 8.17      , 18.36      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/5/2006,15, 14.69      , 20.75      , 17.21      , 17.72      , 0.51      , 2.98      , 0.50      ,1, 7.21      , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/6/2006,15,-3.81      , 17.63      , 9.91      , 6.91      , 3.00      , 30.28      , -        ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/7/2006,15,-5.00      , 15.25      , 4.11      , 5.13      , 1.02      , 24.76      , -        ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/8/2006,15,-3.00      , 17.62      , 6.41      , 7.31      , 0.90      , 14.11      , -        ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/9/2006,15, 0.13      , 18.62      , 7.42      , 9.37      , 1.95      , 26.35      , 1.00      ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/10/2006,16, 2.13      , 6.81      , 4.49      , 4.47      , 0.02      , 0.46      , 4.00      ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/11/2006,16,-1.19      , 11.50      , 3.45      , 5.16      , 1.71      , 49.56      , 10.90      ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/12/2006,16,-3.62      , 18.62      , 4.83      , 7.50      , 2.67      , 55.18      , -        ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/13/2006,16, 1.88      , 15.94      , 6.75      , 8.91      , 2.15      , 31.88      , -        ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/14/2006,16, 1.38      , 13.00      , 5.12      , 7.19      , 2.06      , 40.29      , 6.00      ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/15/2006,16, 0.31      , 13.63      , 5.27      , 6.97      , 1.70      , 32.35      , 0.50      ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/16/2006,16,-1.25      , 13.75      , 6.61      , 6.25      , 0.36      , 5.51      , -        ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/17/2006,17, 3.00      , 15.81      , 8.76      , 9.41      , 0.65      , 7.37      , 2.50      ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/18/2006,17, 3.31      , 16.62      , 8.13      , 9.97      , 1.83      , 22.52      , 0.50      ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/19/2006,17, 2.19      , 18.62      , 9.63      , 10.40      , 0.77      , 8.01      , -        ,1, -        , 25.57      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/20/2006,17, 2.63      , 24.69      , 12.41      , 13.66      , 1.24      , 10.01      , -        ,1, 2.41      , 27.98      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/21/2006,17, 3.88      , 23.88      , 11.84      , 13.88      , 2.03      , 17.18      , -        ,1, 1.84      , 29.82      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/22/2006,17, 2.13      , 21.75      , 9.87      , 11.94      , 2.07      , 21.00      , -        ,1, -        , 29.82      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/23/2006,17, 2.56      , 22.88      , 12.64      , 12.72      , 0.08      , 0.66      , -        ,1, 2.64      , 32.46      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/24/2006,18, 6.63      , 24.62      , 12.56      , 15.62      , 3.06      , 24.39      , -        ,1, 2.56      , 35.02      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/25/2006,18, 4.13      , 27.88      , 14.12      , 16.00      , 1.88      , 13.28      , -        ,1, 4.12      , 39.14      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/26/2006,18, 7.19      , 25.63      , 14.77      , 16.41      , 1.63      , 11.05      , -        ,1, 4.77      , 43.92      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/27/2006,18, 3.25      , 24.81      , 13.23      , 14.03      , 0.80      , 6.05      , -        ,1, 3.23      , 47.15      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/28/2006,18, 2.94      , 23.75      , 13.20      , 13.34      , 0.14      , 1.10      , -        ,1, 3.20      , 50.35      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/29/2006,18, 6.63      , 13.31      , 9.64      , 9.97      , 0.32      , 3.36      , 3.50      ,1, -        , 50.35      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
4/30/2006,18, 6.44      , 13.88      , 9.16      , 10.16      , 1.00      , 10.91      , 14.40      ,1, -        , 50.35      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
5/1/2006,19, 6.19      , 19.00      , 11.45      , 12.59      , 1.15      , 10.01      , 2.50      ,1, 1.45      , 51.79      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
5/2/2006,19, 6.88      , 18.50      , 11.62      , 12.69      , 1.07      , 9.20      , 0.50      ,1, 1.62      , 53.41      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
5/3/2006,19, 3.63      , 21.56      , 12.53      , 12.59      , 0.07      , 0.54      , -        ,1, 2.53      , 55.94      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
5/4/2006,19, 3.63      , 22.50      , 13.41      , 13.06      , 0.35      , 2.58      , -        ,1, 3.41      , 59.35      ,FIELD,,0, -        ,,0, -        ,,0, -        ,0,0, -        
5/5/2006,19, 3.75      , 23.62      , 13.79      , 13.69      , 0.11      , 0.77      , -        ,1, 3.79      , 63.14      ,FIELD,1,1, 0.35      ,0,0, -        ,,0, -        ,1,1, 0.18      
5/6/2006,19, 4.94      , 23.00      , 14.40      , 13.97      , 0.43      , 2.99      , -        ,1, 4.40      , 67.54      ,FIELD,,1, 0.35      ,,0, -        ,,0, -        ,1,1, 0.18      
5/7/2006,19, 7.19      , 24.00      , 15.08      , 15.59      , 0.51      , 3.40      , -        ,1, 5.08      , 72.62      ,FIELD,2,3, 1.06      ,1,1, 0.37      ,,0, -        ,4,2, 0.73      
5/8/2006,20, 7.44      , 25.38      , 15.43      , 16.41      , 0.98      , 6.33      , -        ,1, 5.43      , 78.05      ,FIELD,,3, 1.06      ,,1, 0.37      ,,0, -        ,4,2, 0.73      
5/9/2006,20, 6.69      , 21.62      , 14.83      , 14.15      , 0.68      , 4.55      , -        ,1, 4.83      , 82.88      ,FIELD,2,5, 1.77      ,1,2, 0.75      ,,0, -        ,7,4, 1.27      
